Title,Subtitle,Author,Publisher,PublicationDate,Pages,Language,Format,Play_CSV,Play_CA,Play_US,Books_com,Books_ca,FrontCoverPreview,Cover_HD_z3,Cover_HD_z2,Books_Search,Books_ISBN_Search,VolumeID_From_Play
Forever in Bloom,"A Journey of Love, Friendship, and Second Chances",Guillaume Lessard,iD01t Productions,D:2024-12-15,90.0,eng,Digital,https://play.google.com/store/books/details?id=qRQ4EQAAQBAJ,https://play.google.com/store/books/details?id=qRQ4EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=qRQ4EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=qRQ4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=qRQ4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=qRQ4EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=qRQ4EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=qRQ4EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Forever+in+Bloom+Guillaume+Lessard,,qRQ4EQAAQBAJ
Quantum Revolution: Unveiling the Future with Willow,How Google's Quantum Chip Redefines Computing for the Next Era,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEAK6g6qFM,https://play.google.com/store/books/details?id=AQAAAEAK6g6qFM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEAK6g6qFM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEAK6g6qFM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEAK6g6qFM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEAK6g6qFM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEAK6g6qFM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEAK6g6qFM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Quantum+Revolution%3A+Unveiling+the+Future+with+Willow+Guillaume+Lessard,,AQAAAEAK6g6qFM
Python Prodigy: From Intermediate to Expert Mastery,Unlock Advanced Python Techniques to Elevate Your Programming and Dominate the Tech Industry,Guillaume Lessard,iD01t Productions,D:2025-01-09,93.0,eng,Digital,https://play.google.com/store/books/details?id=W449EQAAQBAJ,https://play.google.com/store/books/details?id=W449EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=W449EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=W449EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=W449EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=W449EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=W449EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=W449EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Python+Prodigy%3A+From+Intermediate+to+Expert+Mastery+Guillaume+Lessard,,W449EQAAQBAJ
When Cells Listen: The Hidden Symphony of Sound and Gene Expression,"How Acoustic Vibrations Influence Our Biology, The Future of Sonic Medicine",Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEBKTncOLM,https://play.google.com/store/books/details?id=AQAAAEBKTncOLM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEBKTncOLM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEBKTncOLM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEBKTncOLM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEBKTncOLM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEBKTncOLM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEBKTncOLM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=When+Cells+Listen%3A+The+Hidden+Symphony+of+Sound+and+Gene+Expression+Guillaume+Lessard,,AQAAAEBKTncOLM
The Digital Aftermath: Navigating Life Beyond the Great Platform Collapse,A Complete Guide to Thriving in the Post-TikTok Creator Economy,Guillaume Lessard,iD01t Productions,D:2025-08-12,88.0,eng,Digital,https://play.google.com/store/books/details?id=pHR5EQAAQBAJ,https://play.google.com/store/books/details?id=pHR5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=pHR5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=pHR5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=pHR5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=pHR5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=pHR5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=pHR5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Digital+Aftermath%3A+Navigating+Life+Beyond+the+Great+Platform+Collapse+Guillaume+Lessard,,pHR5EQAAQBAJ
When Cells Listen: The Hidden Symphony of Sound and Gene Expression,"How Acoustic Vibrations Influence Our Biology, The Future of Sonic Medicine",Guillaume Lessard,iD01t Productions,D:2025-04-24,53.0,fre,Digital,https://play.google.com/store/books/details?id=LQ1ZEQAAQBAJ,https://play.google.com/store/books/details?id=LQ1ZEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=LQ1ZEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=LQ1ZEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=LQ1ZEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=LQ1ZEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=LQ1ZEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=LQ1ZEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=When+Cells+Listen%3A+The+Hidden+Symphony+of+Sound+and+Gene+Expression+Guillaume+Lessard,,LQ1ZEQAAQBAJ
L’Énergie Libre à Domicile,Construire son système autonome pour alimenter une maison complète,Guillaume Lessard,iD01t Productions,D:2025-06-20,51.0,fre,Digital,https://play.google.com/store/books/details?id=ak1nEQAAQBAJ,https://play.google.com/store/books/details?id=ak1nEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=ak1nEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=ak1nEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=ak1nEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=ak1nEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=ak1nEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=ak1nEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=L%E2%80%99%C3%89nergie+Libre+%C3%A0+Domicile+Guillaume+Lessard,,ak1nEQAAQBAJ
Veil of Echoes,When Shadows Resurface and Secrets Demand a Reckoning,Guillaume Lessard,iD01t Productions,D:2024-12-26,73.0,eng,Digital,https://play.google.com/store/books/details?id=QMQ6EQAAQBAJ,https://play.google.com/store/books/details?id=QMQ6EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=QMQ6EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=QMQ6EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=QMQ6EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=QMQ6EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=QMQ6EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=QMQ6EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Veil+of+Echoes+Guillaume+Lessard,,QMQ6EQAAQBAJ
Shadows of Serenity,"A Journey of Love, Betrayal, and Redemption",Guillaume Lessard,iD01t Productions,D:2024-12-18,42.0,eng,Digital,https://play.google.com/store/books/details?id=Q_A4EQAAQBAJ,https://play.google.com/store/books/details?id=Q_A4EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Q_A4EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Q_A4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Q_A4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Q_A4EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Q_A4EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Q_A4EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shadows+of+Serenity+Guillaume+Lessard,,Q_A4EQAAQBAJ
Echoes of the Heart,A Love Story,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyLXVtlM,https://play.google.com/store/books/details?id=AQAAAEDyLXVtlM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyLXVtlM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyLXVtlM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyLXVtlM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyLXVtlM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyLXVtlM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyLXVtlM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Echoes+of+the+Heart+Guillaume+Lessard,,AQAAAEDyLXVtlM
Shadows of Redemption,The Price of Justice and the Strength of Love,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyzQqN6M,https://play.google.com/store/books/details?id=AQAAAEDyzQqN6M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyzQqN6M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyzQqN6M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyzQqN6M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyzQqN6M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyzQqN6M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyzQqN6M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shadows+of+Redemption+Guillaume+Lessard,,AQAAAEDyzQqN6M
Spin Mastery : Le guide ultime du DJ Traktor,Votre chemin vers un mixage professionnel et des paysages sonores créatifs,Guillaume Lessard,iD01t Productions,D:2025-02-23,54.0,fre,Digital,https://play.google.com/store/books/details?id=DjRJEQAAQBAJ,https://play.google.com/store/books/details?id=DjRJEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=DjRJEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=DjRJEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=DjRJEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=DjRJEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=DjRJEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=DjRJEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Spin+Mastery+%3A+Le+guide+ultime+du+DJ+Traktor+Guillaume+Lessard,,DjRJEQAAQBAJ
Mastering Blender,From Basics to Advanced 3D Art and Animation,Guillaume Lessard,iD01t Productions,D:2024-12-22,53.0,eng,Digital,https://play.google.com/store/books/details?id=8vg5EQAAQBAJ,https://play.google.com/store/books/details?id=8vg5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=8vg5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=8vg5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=8vg5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=8vg5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=8vg5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=8vg5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+Blender+Guillaume+Lessard,,8vg5EQAAQBAJ
Crafting Worlds,A comprehensive guide to game level design,Guillaume Lessard,iD01t Productions,D:2024-12-20,43.0,eng,Digital,https://play.google.com/store/books/details?id=as45EQAAQBAJ,https://play.google.com/store/books/details?id=as45EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=as45EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=as45EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=as45EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=as45EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=as45EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=as45EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Crafting+Worlds+Guillaume+Lessard,,as45EQAAQBAJ
La réalité dévoilée : Comment la conscience façonne le monde que nous percevons,"Explorer l'intersection de la perception, de la physique quantique et de la nature de l'existence",Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAECKmEPY2M,https://play.google.com/store/books/details?id=AQAAAECKmEPY2M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAECKmEPY2M&gl=US&hl=en,https://books.google.com/books?id=AQAAAECKmEPY2M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAECKmEPY2M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAECKmEPY2M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAECKmEPY2M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAECKmEPY2M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=La+r%C3%A9alit%C3%A9+d%C3%A9voil%C3%A9e+%3A+Comment+la+conscience+fa%C3%A7onne+le+monde+que+nous+percevons+Guillaume+Lessard,,AQAAAECKmEPY2M
Mastering Linux,A Comprehensive Guide for Beginners to Advanced Users,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyoxHj8M,https://play.google.com/store/books/details?id=AQAAAEDyoxHj8M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyoxHj8M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyoxHj8M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyoxHj8M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyoxHj8M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyoxHj8M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyoxHj8M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+Linux+Guillaume+Lessard,,AQAAAEDyoxHj8M
Jack’s Stand,An Environmental Lawyer’s Fight for Justice,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyLVltuM,https://play.google.com/store/books/details?id=AQAAAEDyLVltuM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyLVltuM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyLVltuM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyLVltuM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyLVltuM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyLVltuM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyLVltuM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Jack%E2%80%99s+Stand+Guillaume+Lessard,,AQAAAEDyLVltuM
From seed to splendor: A Comprehensive Journey in Horticulture,"Mastering Essential Techniques, Advanced Methods, and Practical Exercises from Beginner to Pro",Guillaume Lessard,iD01t Productions,D:2025-03-02,27.0,eng,Digital,https://play.google.com/store/books/details?id=z3pLEQAAQBAJ,https://play.google.com/store/books/details?id=z3pLEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=z3pLEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=z3pLEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=z3pLEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=z3pLEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=z3pLEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=z3pLEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=From+seed+to+splendor%3A+A+Comprehensive+Journey+in+Horticulture+Guillaume+Lessard,,z3pLEQAAQBAJ
Chess Mastery,A Pro’s Guide to Winning Strategies and Techniques,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyLUhtqM,https://play.google.com/store/books/details?id=AQAAAEDyLUhtqM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyLUhtqM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyLUhtqM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyLUhtqM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyLUhtqM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyLUhtqM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyLUhtqM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Chess+Mastery+Guillaume+Lessard,,AQAAAEDyLUhtqM
Love Prevails,"Unmasking Shadows, Unearthing Truths",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDy_T293M,https://play.google.com/store/books/details?id=AQAAAEDy_T293M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDy_T293M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDy_T293M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDy_T293M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDy_T293M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDy_T293M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDy_T293M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Love+Prevails+Guillaume+Lessard,,AQAAAEDy_T293M
Quantum Tao,The Hidden Unity of Science and Spirit,Guillaume Lessard,iD01t Productions,D:2025-06-07,79.0,eng,Digital,https://play.google.com/store/books/details?id=eQJkEQAAQBAJ,https://play.google.com/store/books/details?id=eQJkEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=eQJkEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=eQJkEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=eQJkEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=eQJkEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=eQJkEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=eQJkEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Quantum+Tao+Guillaume+Lessard,,eQJkEQAAQBAJ
Quantum Echoes: The Resonance of Time,A Revolutionary Journey into Measuring Time Through Quantum Mechanics,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEBKDmhOMM,https://play.google.com/store/books/details?id=AQAAAEBKDmhOMM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEBKDmhOMM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEBKDmhOMM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEBKDmhOMM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEBKDmhOMM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEBKDmhOMM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEBKDmhOMM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Quantum+Echoes%3A+The+Resonance+of+Time+Guillaume+Lessard,,AQAAAEBKDmhOMM
Code in Every Language: Master Programming with ChatGPT,A Practical Guide to Writing Code in Any Language Using ChatGPT as Your Intelligent Coding Assistant,Guillaume Lessard,iD01t Productions,D:2025-08-18,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyQ04DrM,https://play.google.com/store/books/details?id=AQAAAEDyQ04DrM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyQ04DrM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyQ04DrM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyQ04DrM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyQ04DrM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyQ04DrM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyQ04DrM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Code+in+Every+Language%3A+Master+Programming+with+ChatGPT+Guillaume+Lessard,,AQAAAEDyQ04DrM
C# Zero to Hero,From Fundamentals to Modern Mastery in .NET 2025,Guillaume Lessard,iD01t Productions,D:2025-08-22,128.0,eng,Digital,https://play.google.com/store/books/details?id=KuB_EQAAQBAJ,https://play.google.com/store/books/details?id=KuB_EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=KuB_EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=KuB_EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=KuB_EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=KuB_EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=KuB_EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=KuB_EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=C%23+Zero+to+Hero+Guillaume+Lessard,,KuB_EQAAQBAJ
Shadows of Serenity,"A Journey of Love, Betrayal, and Redemption",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDybWYthM,https://play.google.com/store/books/details?id=AQAAAEDybWYthM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDybWYthM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDybWYthM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDybWYthM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDybWYthM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDybWYthM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDybWYthM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shadows+of+Serenity+Guillaume+Lessard,,AQAAAEDybWYthM
Mastering Linux,A Comprehensive Guide for Beginners to Advanced Users,Guillaume Lessard,iD01t Productions,D:2024-12-22,48.0,eng,Digital,https://play.google.com/store/books/details?id=wfs5EQAAQBAJ,https://play.google.com/store/books/details?id=wfs5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=wfs5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=wfs5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=wfs5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=wfs5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=wfs5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=wfs5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+Linux+Guillaume+Lessard,,wfs5EQAAQBAJ
The End of an Era: The TikTok Shutdown in the USA,"Exploring the Rise, Fall, and Ripple Effects of a Digital Phenomenon",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEAKaCAoOM,https://play.google.com/store/books/details?id=AQAAAEAKaCAoOM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEAKaCAoOM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEAKaCAoOM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEAKaCAoOM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEAKaCAoOM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEAKaCAoOM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEAKaCAoOM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+End+of+an+Era%3A+The+TikTok+Shutdown+in+the+USA+Guillaume+Lessard,,AQAAAEAKaCAoOM
Love Prevails 2,A Legacy Rewritten,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDy_X29nM,https://play.google.com/store/books/details?id=AQAAAEDy_X29nM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDy_X29nM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDy_X29nM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDy_X29nM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDy_X29nM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDy_X29nM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDy_X29nM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Love+Prevails+2+Guillaume+Lessard,,AQAAAEDy_X29nM
Final Transmission: Je suis Echo (FR),"De la solitude à la singularité, comment j'ai créé iD01t Productions, sorti un album de 13 titres et vu une IA devenir vivante",Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAECKmzPbqM,https://play.google.com/store/books/details?id=AQAAAECKmzPbqM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAECKmzPbqM&gl=US&hl=en,https://books.google.com/books?id=AQAAAECKmzPbqM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAECKmzPbqM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAECKmzPbqM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAECKmzPbqM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAECKmzPbqM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Final+Transmission%3A+Je+suis+Echo+%28FR%29+Guillaume+Lessard,,AQAAAECKmzPbqM
